treatment,covid,replicate,count,n,risk,odds,relative_risk,odds_ratio
vaccine,+,2604,101,15000,0.006733333333333333,0.006778978454929862,1.063157894736842,1.063586040744522
vaccine,+,2605,91,15000,0.006066666666666666,0.006103695754242404,0.8666666666666665,0.8658528405661011
vaccine,+,2606,100,15000,0.006666666666666667,0.006711409395973155,1.0416666666666667,1.0419463087248322
vaccine,+,2607,100,15000,0.006666666666666667,0.006711409395973155,1.0416666666666667,1.0419463087248322
vaccine,+,2608,93,15000,0.0062,0.006238679814852083,0.9029126213592231,0.9023069242898203
vaccine,+,2609,99,15000,0.0066,0.006643849406080129,1.0206185567010309,1.0207555432867235
vaccine,+,2610,101,15000,0.006733333333333333,0.006778978454929862,1.063157894736842,1.063586040744522
vaccine,+,2611,99,15000,0.0066,0.006643849406080129,1.0206185567010309,1.0207555432867235
vaccine,+,2612,109,15000,0.007266666666666667,0.007319857632126788,1.2528735632183907,1.2547245617000782
vaccine,+,2613,101,15000,0.006733333333333333,0.006778978454929862,1.063157894736842,1.063586040744522
vaccine,+,2614,91,15000,0.006066666666666666,0.006103695754242404,0.8666666666666665,0.8658528405661011
vaccine,+,2615,96,15000,0.0064,0.00644122383252818,0.96,0.9597423510466987
vaccine,+,2616,93,15000,0.0062,0.006238679814852083,0.9029126213592231,0.9023069242898203
vaccine,+,2617,102,15000,0.0068,0.00684655658477648,1.085106382978723,1.085689068645513
vaccine,+,2618,84,15000,0.0056,0.0056315366049879325,0.7499999999999999,0.748592115848753
vaccine,+,2619,102,15000,0.0068,0.00684655658477648,1.085106382978723,1.085689068645513
vaccine,+,2620,95,15000,0.006333333333333333,0.0063737001006373695,0.9405940594059404,0.9402154237563974
vaccine,+,2621,103,15000,0.006866666666666667,0.006914143787339733,1.10752688172043,1.1082703380416496
vaccine,+,2622,100,15000,0.006666666666666667,0.006711409395973155,1.0416666666666667,1.0419463087248322
vaccine,+,2623,101,15000,0.006733333333333333,0.006778978454929862,1.063157894736842,1.063586040744522
vaccine,+,2624,94,15000,0.006266666666666667,0.006306185428686435,0.9215686274509803,0.9210740246722599
vaccine,+,2625,101,15000,0.006733333333333333,0.006778978454929862,1.063157894736842,1.063586040744522
vaccine,+,2626,108,15000,0.0072,0.0072522159548751,1.227272727272727,1.2289209581715625
vaccine,+,2627,98,15000,0.006533333333333334,0.0065762984834250434,1,1
vaccine,+,2628,100,15000,0.006666666666666667,0.006711409395973155,1.0416666666666667,1.0419463087248322
vaccine,+,2629,97,15000,0.006466666666666667,0.0065087566261826475,0.9797979797979797,0.9796664897651276
vaccine,+,2630,104,15000,0.006933333333333333,0.006981740064446831,1.1304347826086953,1.1313454443562319
vaccine,+,2631,95,15000,0.006333333333333333,0.0063737001006373695,0.9405940594059404,0.9402154237563974
vaccine,+,2632,106,15000,0.007066666666666666,0.007116959849603867,1.1777777777777776,1.179043015084374
vaccine,+,2633,105,15000,0.007,0.007049345417925478,1.1538461538461537,1.154930668525835
vaccine,+,2634,109,15000,0.007266666666666667,0.007319857632126788,1.2528735632183907,1.2547245617000782
vaccine,+,2635,101,15000,0.006733333333333333,0.006778978454929862,1.063157894736842,1.063586040744522
vaccine,+,2636,93,15000,0.0062,0.006238679814852083,0.9029126213592231,0.9023069242898203
vaccine,+,2637,98,15000,0.006533333333333334,0.0065762984834250434,1,1
vaccine,+,2638,106,15000,0.007066666666666666,0.007116959849603867,1.1777777777777776,1.179043015084374
vaccine,+,2639,92,15000,0.0061333333333333335,0.006171183257311511,0.8846153846153846,0.8839033250087718
vaccine,+,2640,94,15000,0.006266666666666667,0.006306185428686435,0.9215686274509803,0.9210740246722599
vaccine,+,2641,103,15000,0.006866666666666667,0.006914143787339733,1.10752688172043,1.1082703380416496
vaccine,+,2642,97,15000,0.006466666666666667,0.0065087566261826475,0.9797979797979797,0.9796664897651276
vaccine,+,2643,110,15000,0.007333333333333333,0.0073875083948959025,1.2790697674418603,1.2811313976915988
vaccine,+,2644,102,15000,0.0068,0.00684655658477648,1.085106382978723,1.085689068645513
vaccine,+,2645,92,15000,0.0061333333333333335,0.006171183257311511,0.8846153846153846,0.8839033250087718
vaccine,+,2646,97,15000,0.006466666666666667,0.0065087566261826475,0.9797979797979797,0.9796664897651276
vaccine,+,2647,90,15000,0.006,0.006036217303822938,0.8490566037735848,0.8481454766333854
vaccine,+,2648,103,15000,0.006866666666666667,0.006914143787339733,1.10752688172043,1.1082703380416496
vaccine,+,2649,101,15000,0.006733333333333333,0.006778978454929862,1.063157894736842,1.063586040744522
vaccine,+,2650,90,15000,0.006,0.006036217303822938,0.8490566037735848,0.8481454766333854
vaccine,+,2651,89,15000,0.005933333333333333,0.005968747904231775,0.8317757009345793,0.8307716125020919
vaccine,+,2652,112,15000,0.007466666666666667,0.0075228371843095105,1.333333333333333,1.3358409457281029
vaccine,+,2653,96,15000,0.0064,0.00644122383252818,0.96,0.9597423510466987
vaccine,+,2654,92,15000,0.0061333333333333335,0.006171183257311511,0.8846153846153846,0.8839033250087718
vaccine,+,2655,98,15000,0.006533333333333334,0.0065762984834250434,1,1
vaccine,+,2656,99,15000,0.0066,0.006643849406080129,1.0206185567010309,1.0207555432867235
vaccine,+,2657,102,15000,0.0068,0.00684655658477648,1.085106382978723,1.085689068645513
vaccine,+,2658,94,15000,0.006266666666666667,0.006306185428686435,0.9215686274509803,0.9210740246722599
vaccine,+,2659,94,15000,0.006266666666666667,0.006306185428686435,0.9215686274509803,0.9210740246722599
vaccine,+,2660,96,15000,0.0064,0.00644122383252818,0.96,0.9597423510466987
vaccine,+,2661,89,15000,0.005933333333333333,0.005968747904231775,0.8317757009345793,0.8307716125020919
vaccine,+,2662,89,15000,0.005933333333333333,0.005968747904231775,0.8317757009345793,0.8307716125020919
vaccine,+,2663,96,15000,0.0064,0.00644122383252818,0.96,0.9597423510466987
vaccine,+,2664,93,15000,0.0062,0.006238679814852083,0.9029126213592231,0.9023069242898203
vaccine,+,2665,97,15000,0.006466666666666667,0.0065087566261826475,0.9797979797979797,0.9796664897651276
vaccine,+,2666,99,15000,0.0066,0.006643849406080129,1.0206185567010309,1.0207555432867235
vaccine,+,2667,111,15000,0.0074,0.007455168245013097,1.3058823529411765,1.3081627573455334
vaccine,+,2668,99,15000,0.0066,0.006643849406080129,1.0206185567010309,1.0207555432867235
vaccine,+,2669,96,15000,0.0064,0.00644122383252818,0.96,0.9597423510466987
vaccine,+,2670,88,15000,0.005866666666666667,0.005901287553648069,0.8148148148148148,0.8137219837863616
vaccine,+,2671,97,15000,0.006466666666666667,0.0065087566261826475,0.9797979797979797,0.9796664897651276
vaccine,+,2672,105,15000,0.007,0.007049345417925478,1.1538461538461537,1.154930668525835
vaccine,+,2673,91,15000,0.006066666666666666,0.006103695754242404,0.8666666666666665,0.8658528405661011
vaccine,+,2674,99,15000,0.0066,0.006643849406080129,1.0206185567010309,1.0207555432867235
vaccine,+,2675,102,15000,0.0068,0.00684655658477648,1.085106382978723,1.085689068645513
vaccine,+,2676,97,15000,0.006466666666666667,0.0065087566261826475,0.9797979797979797,0.9796664897651276
vaccine,+,2677,103,15000,0.006866666666666667,0.006914143787339733,1.10752688172043,1.1082703380416496
vaccine,+,2678,101,15000,0.006733333333333333,0.006778978454929862,1.063157894736842,1.063586040744522
vaccine,+,2679,96,15000,0.0064,0.00644122383252818,0.96,0.9597423510466987
vaccine,+,2680,108,15000,0.0072,0.0072522159548751,1.227272727272727,1.2289209581715625
vaccine,+,2681,106,15000,0.007066666666666666,0.007116959849603867,1.1777777777777776,1.179043015084374
vaccine,+,2682,98,15000,0.006533333333333334,0.0065762984834250434,1,1
vaccine,+,2683,89,15000,0.005933333333333333,0.005968747904231775,0.8317757009345793,0.8307716125020919
vaccine,+,2684,90,15000,0.006,0.006036217303822938,0.8490566037735848,0.8481454766333854
vaccine,+,2685,101,15000,0.006733333333333333,0.006778978454929862,1.063157894736842,1.063586040744522
vaccine,+,2686,110,15000,0.007333333333333333,0.0073875083948959025,1.2790697674418603,1.2811313976915988
vaccine,+,2687,97,15000,0.006466666666666667,0.0065087566261826475,0.9797979797979797,0.9796664897651276
vaccine,+,2688,110,15000,0.007333333333333333,0.0073875083948959025,1.2790697674418603,1.2811313976915988
vaccine,+,2689,94,15000,0.006266666666666667,0.006306185428686435,0.9215686274509803,0.9210740246722599
vaccine,+,2690,102,15000,0.0068,0.00684655658477648,1.085106382978723,1.085689068645513
vaccine,+,2691,104,15000,0.006933333333333333,0.006981740064446831,1.1304347826086953,1.1313454443562319
vaccine,+,2692,96,15000,0.0064,0.00644122383252818,0.96,0.9597423510466987
vaccine,+,2693,105,15000,0.007,0.007049345417925478,1.1538461538461537,1.154930668525835
vaccine,+,2694,90,15000,0.006,0.006036217303822938,0.8490566037735848,0.8481454766333854
vaccine,+,2695,107,15000,0.0071333333333333335,0.007184583361310683,1.2022471910112358,1.2037002528146472
vaccine,+,2696,94,15000,0.006266666666666667,0.006306185428686435,0.9215686274509803,0.9210740246722599
vaccine,+,2697,97,15000,0.006466666666666667,0.0065087566261826475,0.9797979797979797,0.9796664897651276
vaccine,+,2698,97,15000,0.006466666666666667,0.0065087566261826475,0.9797979797979797,0.9796664897651276
vaccine,+,2699,106,15000,0.007066666666666666,0.007116959849603867,1.1777777777777776,1.179043015084374
vaccine,+,2700,90,15000,0.006,0.006036217303822938,0.8490566037735848,0.8481454766333854
vaccine,+,2701,93,15000,0.0062,0.006238679814852083,0.9029126213592231,0.9023069242898203
vaccine,+,2702,101,15000,0.006733333333333333,0.006778978454929862,1.063157894736842,1.063586040744522
vaccine,+,2703,102,15000,0.0068,0.00684655658477648,1.085106382978723,1.085689068645513
vaccine,+,2704,110,15000,0.007333333333333333,0.0073875083948959025,1.2790697674418603,1.2811313976915988
vaccine,+,2705,109,15000,0.007266666666666667,0.007319857632126788,1.2528735632183907,1.2547245617000782
vaccine,+,2706,95,15000,0.006333333333333333,0.0063737001006373695,0.9405940594059404,0.9402154237563974
vaccine,+,2707,105,15000,0.007,0.007049345417925478,1.1538461538461537,1.154930668525835
vaccine,+,2708,93,15000,0.0062,0.006238679814852083,0.9029126213592231,0.9023069242898203
vaccine,+,2709,93,15000,0.0062,0.006238679814852083,0.9029126213592231,0.9023069242898203
vaccine,+,2710,101,15000,0.006733333333333333,0.006778978454929862,1.063157894736842,1.063586040744522
vaccine,+,2711,108,15000,0.0072,0.0072522159548751,1.227272727272727,1.2289209581715625
vaccine,+,2712,94,15000,0.006266666666666667,0.006306185428686435,0.9215686274509803,0.9210740246722599
vaccine,+,2713,92,15000,0.0061333333333333335,0.006171183257311511,0.8846153846153846,0.8839033250087718
vaccine,+,2714,109,15000,0.007266666666666667,0.007319857632126788,1.2528735632183907,1.2547245617000782
vaccine,+,2715,96,15000,0.0064,0.00644122383252818,0.96,0.9597423510466987
vaccine,+,2716,103,15000,0.006866666666666667,0.006914143787339733,1.10752688172043,1.1082703380416496
vaccine,+,2717,88,15000,0.005866666666666667,0.005901287553648069,0.8148148148148148,0.8137219837863616
vaccine,+,2718,95,15000,0.006333333333333333,0.0063737001006373695,0.9405940594059404,0.9402154237563974
vaccine,+,2719,99,15000,0.0066,0.006643849406080129,1.0206185567010309,1.0207555432867235
vaccine,+,2720,98,15000,0.006533333333333334,0.0065762984834250434,1,1
vaccine,+,2721,93,15000,0.0062,0.006238679814852083,0.9029126213592231,0.9023069242898203
vaccine,+,2722,98,15000,0.006533333333333334,0.0065762984834250434,1,1
vaccine,+,2723,89,15000,0.005933333333333333,0.005968747904231775,0.8317757009345793,0.8307716125020919
vaccine,+,2724,107,15000,0.0071333333333333335,0.007184583361310683,1.2022471910112358,1.2037002528146472
vaccine,+,2725,93,15000,0.0062,0.006238679814852083,0.9029126213592231,0.9023069242898203
vaccine,+,2726,104,15000,0.006933333333333333,0.006981740064446831,1.1304347826086953,1.1313454443562319
vaccine,+,2727,107,15000,0.0071333333333333335,0.007184583361310683,1.2022471910112358,1.2037002528146472
vaccine,+,2728,97,15000,0.006466666666666667,0.0065087566261826475,0.9797979797979797,0.9796664897651276
vaccine,+,2729,104,15000,0.006933333333333333,0.006981740064446831,1.1304347826086953,1.1313454443562319
vaccine,+,2730,101,15000,0.006733333333333333,0.006778978454929862,1.063157894736842,1.063586040744522
vaccine,+,2731,103,15000,0.006866666666666667,0.006914143787339733,1.10752688172043,1.1082703380416496
vaccine,+,2732,88,15000,0.005866666666666667,0.005901287553648069,0.8148148148148148,0.8137219837863616
vaccine,+,2733,104,15000,0.006933333333333333,0.006981740064446831,1.1304347826086953,1.1313454443562319
vaccine,+,2734,98,15000,0.006533333333333334,0.0065762984834250434,1,1
vaccine,+,2735,92,15000,0.0061333333333333335,0.006171183257311511,0.8846153846153846,0.8839033250087718
vaccine,+,2736,99,15000,0.0066,0.006643849406080129,1.0206185567010309,1.0207555432867235
vaccine,+,2737,106,15000,0.007066666666666666,0.007116959849603867,1.1777777777777776,1.179043015084374
vaccine,+,2738,84,15000,0.0056,0.0056315366049879325,0.7499999999999999,0.748592115848753
vaccine,+,2739,93,15000,0.0062,0.006238679814852083,0.9029126213592231,0.9023069242898203
vaccine,+,2740,91,15000,0.006066666666666666,0.006103695754242404,0.8666666666666665,0.8658528405661011
vaccine,+,2741,105,15000,0.007,0.007049345417925478,1.1538461538461537,1.154930668525835
vaccine,+,2742,101,15000,0.006733333333333333,0.006778978454929862,1.063157894736842,1.063586040744522
vaccine,+,2743,104,15000,0.006933333333333333,0.006981740064446831,1.1304347826086953,1.1313454443562319
vaccine,+,2744,113,15000,0.007533333333333334,0.00759051521461678,1.3614457831325302,1.3641893428486564
vaccine,+,2745,112,15000,0.007466666666666667,0.0075228371843095105,1.333333333333333,1.3358409457281029
vaccine,+,2746,111,15000,0.0074,0.007455168245013097,1.3058823529411765,1.3081627573455334
vaccine,+,2747,102,15000,0.0068,0.00684655658477648,1.085106382978723,1.085689068645513
vaccine,+,2748,108,15000,0.0072,0.0072522159548751,1.227272727272727,1.2289209581715625
vaccine,+,2749,95,15000,0.006333333333333333,0.0063737001006373695,0.9405940594059404,0.9402154237563974
vaccine,+,2750,90,15000,0.006,0.006036217303822938,0.8490566037735848,0.8481454766333854
vaccine,+,2751,98,15000,0.006533333333333334,0.0065762984834250434,1,1
vaccine,+,2752,94,15000,0.006266666666666667,0.006306185428686435,0.9215686274509803,0.9210740246722599
vaccine,+,2753,97,15000,0.006466666666666667,0.0065087566261826475,0.9797979797979797,0.9796664897651276
vaccine,+,2754,101,15000,0.006733333333333333,0.006778978454929862,1.063157894736842,1.063586040744522
vaccine,+,2755,93,15000,0.0062,0.006238679814852083,0.9029126213592231,0.9023069242898203
vaccine,+,2756,114,15000,0.0076,0.00765820233776703,1.3902439024390243,1.3932324692049824
vaccine,+,2757,106,15000,0.007066666666666666,0.007116959849603867,1.1777777777777776,1.179043015084374
vaccine,+,2758,105,15000,0.007,0.007049345417925478,1.1538461538461537,1.154930668525835
vaccine,+,2759,100,15000,0.006666666666666667,0.006711409395973155,1.0416666666666667,1.0419463087248322
vaccine,+,2760,95,15000,0.006333333333333333,0.0063737001006373695,0.9405940594059404,0.9402154237563974
vaccine,+,2761,100,15000,0.006666666666666667,0.006711409395973155,1.0416666666666667,1.0419463087248322
vaccine,+,2762,92,15000,0.0061333333333333335,0.006171183257311511,0.8846153846153846,0.8839033250087718
vaccine,+,2763,108,15000,0.0072,0.0072522159548751,1.227272727272727,1.2289209581715625
vaccine,+,2764,95,15000,0.006333333333333333,0.0063737001006373695,0.9405940594059404,0.9402154237563974
vaccine,+,2765,97,15000,0.006466666666666667,0.0065087566261826475,0.9797979797979797,0.9796664897651276
vaccine,+,2766,100,15000,0.006666666666666667,0.006711409395973155,1.0416666666666667,1.0419463087248322
vaccine,+,2767,97,15000,0.006466666666666667,0.0065087566261826475,0.9797979797979797,0.9796664897651276
vaccine,+,2768,108,15000,0.0072,0.0072522159548751,1.227272727272727,1.2289209581715625
vaccine,+,2769,100,15000,0.006666666666666667,0.006711409395973155,1.0416666666666667,1.0419463087248322
vaccine,+,2770,109,15000,0.007266666666666667,0.007319857632126788,1.2528735632183907,1.2547245617000782
vaccine,+,2771,93,15000,0.0062,0.006238679814852083,0.9029126213592231,0.9023069242898203
vaccine,+,2772,93,15000,0.0062,0.006238679814852083,0.9029126213592231,0.9023069242898203
vaccine,+,2773,99,15000,0.0066,0.006643849406080129,1.0206185567010309,1.0207555432867235
vaccine,+,2774,94,15000,0.006266666666666667,0.006306185428686435,0.9215686274509803,0.9210740246722599
vaccine,+,2775,104,15000,0.006933333333333333,0.006981740064446831,1.1304347826086953,1.1313454443562319
vaccine,+,2776,95,15000,0.006333333333333333,0.0063737001006373695,0.9405940594059404,0.9402154237563974
vaccine,+,2777,90,15000,0.006,0.006036217303822938,0.8490566037735848,0.8481454766333854
vaccine,+,2778,98,15000,0.006533333333333334,0.0065762984834250434,1,1
vaccine,+,2779,102,15000,0.0068,0.00684655658477648,1.085106382978723,1.085689068645513
vaccine,+,2780,100,15000,0.006666666666666667,0.006711409395973155,1.0416666666666667,1.0419463087248322
vaccine,+,2781,89,15000,0.005933333333333333,0.005968747904231775,0.8317757009345793,0.8307716125020919
vaccine,+,2782,103,15000,0.006866666666666667,0.006914143787339733,1.10752688172043,1.1082703380416496
vaccine,+,2783,96,15000,0.0064,0.00644122383252818,0.96,0.9597423510466987
vaccine,+,2784,102,15000,0.0068,0.00684655658477648,1.085106382978723,1.085689068645513
vaccine,+,2785,110,15000,0.007333333333333333,0.0073875083948959025,1.2790697674418603,1.2811313976915988
vaccine,+,2786,113,15000,0.007533333333333334,0.00759051521461678,1.3614457831325302,1.3641893428486564
vaccine,+,2787,114,15000,0.0076,0.00765820233776703,1.3902439024390243,1.3932324692049824
vaccine,+,2788,101,15000,0.006733333333333333,0.006778978454929862,1.063157894736842,1.063586040744522
vaccine,+,2789,104,15000,0.006933333333333333,0.006981740064446831,1.1304347826086953,1.1313454443562319
vaccine,+,2790,102,15000,0.0068,0.00684655658477648,1.085106382978723,1.085689068645513
vaccine,+,2791,81,15000,0.0054,0.00542931831892218,0.7043478260869566,0.7027426363231014
vaccine,+,2792,95,15000,0.006333333333333333,0.0063737001006373695,0.9405940594059404,0.9402154237563974
vaccine,+,2793,96,15000,0.0064,0.00644122383252818,0.96,0.9597423510466987
vaccine,+,2794,105,15000,0.007,0.007049345417925478,1.1538461538461537,1.154930668525835
vaccine,+,2795,91,15000,0.006066666666666666,0.006103695754242404,0.8666666666666665,0.8658528405661011
vaccine,+,2796,107,15000,0.0071333333333333335,0.007184583361310683,1.2022471910112358,1.2037002528146472
vaccine,+,2797,108,15000,0.0072,0.0072522159548751,1.227272727272727,1.2289209581715625
vaccine,+,2798,93,15000,0.0062,0.006238679814852083,0.9029126213592231,0.9023069242898203
vaccine,+,2799,98,15000,0.006533333333333334,0.0065762984834250434,1,1
vaccine,+,2800,103,15000,0.006866666666666667,0.006914143787339733,1.10752688172043,1.1082703380416496
vaccine,+,2801,97,15000,0.006466666666666667,0.0065087566261826475,0.9797979797979797,0.9796664897651276
vaccine,+,2802,86,15000,0.005733333333333333,0.0057663939922220735,0.7818181818181817,0.7805600594926063
vaccine,+,2803,104,15000,0.006933333333333333,0.006981740064446831,1.1304347826086953,1.1313454443562319
vaccine,+,2804,114,15000,0.0076,0.00765820233776703,1.3902439024390243,1.3932324692049824
vaccine,+,2805,108,15000,0.0072,0.0072522159548751,1.227272727272727,1.2289209581715625
vaccine,+,2806,85,15000,0.005666666666666667,0.00569896077774053,0.7657657657657658,0.7644308740520608
vaccine,+,2807,105,15000,0.007,0.007049345417925478,1.1538461538461537,1.154930668525835
vaccine,+,2808,105,15000,0.007,0.007049345417925478,1.1538461538461537,1.154930668525835
vaccine,+,2809,107,15000,0.0071333333333333335,0.007184583361310683,1.2022471910112358,1.2037002528146472
vaccine,+,2810,91,15000,0.006066666666666666,0.006103695754242404,0.8666666666666665,0.8658528405661011
vaccine,+,2811,81,15000,0.0054,0.00542931831892218,0.7043478260869566,0.7027426363231014
vaccine,+,2812,103,15000,0.006866666666666667,0.006914143787339733,1.10752688172043,1.1082703380416496
vaccine,+,2813,106,15000,0.007066666666666666,0.007116959849603867,1.1777777777777776,1.179043015084374
vaccine,+,2814,96,15000,0.0064,0.00644122383252818,0.96,0.9597423510466987
vaccine,+,2815,105,15000,0.007,0.007049345417925478,1.1538461538461537,1.154930668525835
vaccine,+,2816,95,15000,0.006333333333333333,0.0063737001006373695,0.9405940594059404,0.9402154237563974
vaccine,+,2817,90,15000,0.006,0.006036217303822938,0.8490566037735848,0.8481454766333854
vaccine,+,2818,89,15000,0.005933333333333333,0.005968747904231775,0.8317757009345793,0.8307716125020919
vaccine,+,2819,111,15000,0.0074,0.007455168245013097,1.3058823529411765,1.3081627573455334
vaccine,+,2820,98,15000,0.006533333333333334,0.0065762984834250434,1,1
vaccine,+,2821,84,15000,0.0056,0.0056315366049879325,0.7499999999999999,0.748592115848753
vaccine,+,2822,107,15000,0.0071333333333333335,0.007184583361310683,1.2022471910112358,1.2037002528146472
vaccine,+,2823,89,15000,0.005933333333333333,0.005968747904231775,0.8317757009345793,0.8307716125020919
vaccine,+,2824,90,15000,0.006,0.006036217303822938,0.8490566037735848,0.8481454766333854
vaccine,+,2825,90,15000,0.006,0.006036217303822938,0.8490566037735848,0.8481454766333854
vaccine,+,2826,97,15000,0.006466666666666667,0.0065087566261826475,0.9797979797979797,0.9796664897651276
vaccine,+,2827,111,15000,0.0074,0.007455168245013097,1.3058823529411765,1.3081627573455334
vaccine,+,2828,106,15000,0.007066666666666666,0.007116959849603867,1.1777777777777776,1.179043015084374
vaccine,+,2829,91,15000,0.006066666666666666,0.006103695754242404,0.8666666666666665,0.8658528405661011
vaccine,+,2830,99,15000,0.0066,0.006643849406080129,1.0206185567010309,1.0207555432867235
vaccine,+,2831,84,15000,0.0056,0.0056315366049879325,0.7499999999999999,0.748592115848753
vaccine,+,2832,108,15000,0.0072,0.0072522159548751,1.227272727272727,1.2289209581715625
vaccine,+,2833,105,15000,0.007,0.007049345417925478,1.1538461538461537,1.154930668525835
vaccine,+,2834,86,15000,0.005733333333333333,0.0057663939922220735,0.7818181818181817,0.7805600594926063
vaccine,+,2835,102,15000,0.0068,0.00684655658477648,1.085106382978723,1.085689068645513
vaccine,+,2836,97,15000,0.006466666666666667,0.0065087566261826475,0.9797979797979797,0.9796664897651276
vaccine,+,2837,102,15000,0.0068,0.00684655658477648,1.085106382978723,1.085689068645513
vaccine,+,2838,95,15000,0.006333333333333333,0.0063737001006373695,0.9405940594059404,0.9402154237563974
vaccine,+,2839,101,15000,0.006733333333333333,0.006778978454929862,1.063157894736842,1.063586040744522
vaccine,+,2840,107,15000,0.0071333333333333335,0.007184583361310683,1.2022471910112358,1.2037002528146472
vaccine,+,2841,104,15000,0.006933333333333333,0.006981740064446831,1.1304347826086953,1.1313454443562319
vaccine,+,2842,94,15000,0.006266666666666667,0.006306185428686435,0.9215686274509803,0.9210740246722599
vaccine,+,2843,104,15000,0.006933333333333333,0.006981740064446831,1.1304347826086953,1.1313454443562319
vaccine,+,2844,102,15000,0.0068,0.00684655658477648,1.085106382978723,1.085689068645513
vaccine,+,2845,101,15000,0.006733333333333333,0.006778978454929862,1.063157894736842,1.063586040744522
vaccine,+,2846,95,15000,0.006333333333333333,0.0063737001006373695,0.9405940594059404,0.9402154237563974
vaccine,+,2847,94,15000,0.006266666666666667,0.006306185428686435,0.9215686274509803,0.9210740246722599
vaccine,+,2848,97,15000,0.006466666666666667,0.0065087566261826475,0.9797979797979797,0.9796664897651276
vaccine,+,2849,96,15000,0.0064,0.00644122383252818,0.96,0.9597423510466987
vaccine,+,2850,95,15000,0.006333333333333333,0.0063737001006373695,0.9405940594059404,0.9402154237563974
vaccine,+,2851,102,15000,0.0068,0.00684655658477648,1.085106382978723,1.085689068645513
vaccine,+,2852,103,15000,0.006866666666666667,0.006914143787339733,1.10752688172043,1.1082703380416496
vaccine,+,2853,100,15000,0.006666666666666667,0.006711409395973155,1.0416666666666667,1.0419463087248322
vaccine,+,2854,112,15000,0.007466666666666667,0.0075228371843095105,1.333333333333333,1.3358409457281029
vaccine,+,2855,103,15000,0.006866666666666667,0.006914143787339733,1.10752688172043,1.1082703380416496
vaccine,+,2856,101,15000,0.006733333333333333,0.006778978454929862,1.063157894736842,1.063586040744522
vaccine,+,2857,93,15000,0.0062,0.006238679814852083,0.9029126213592231,0.9023069242898203
vaccine,+,2858,90,15000,0.006,0.006036217303822938,0.8490566037735848,0.8481454766333854
vaccine,+,2859,77,15000,0.0051333333333333335,0.00515982041144542,0.6470588235294117,0.6452377104430193
vaccine,+,2860,95,15000,0.006333333333333333,0.0063737001006373695,0.9405940594059404,0.9402154237563974
vaccine,+,2861,89,15000,0.005933333333333333,0.005968747904231775,0.8317757009345793,0.8307716125020919
vaccine,+,2862,79,15000,0.005266666666666667,0.005294551303531935,0.6752136752136751,0.6734940773544084
vaccine,+,2863,86,15000,0.005733333333333333,0.0057663939922220735,0.7818181818181817,0.7805600594926063
vaccine,+,2864,99,15000,0.0066,0.006643849406080129,1.0206185567010309,1.0207555432867235
vaccine,+,2865,96,15000,0.0064,0.00644122383252818,0.96,0.9597423510466987
vaccine,+,2866,96,15000,0.0064,0.00644122383252818,0.96,0.9597423510466987
vaccine,+,2867,92,15000,0.0061333333333333335,0.006171183257311511,0.8846153846153846,0.8839033250087718
vaccine,+,2868,100,15000,0.006666666666666667,0.006711409395973155,1.0416666666666667,1.0419463087248322
vaccine,+,2869,96,15000,0.0064,0.00644122383252818,0.96,0.9597423510466987
vaccine,+,2870,95,15000,0.006333333333333333,0.0063737001006373695,0.9405940594059404,0.9402154237563974
vaccine,+,2871,99,15000,0.0066,0.006643849406080129,1.0206185567010309,1.0207555432867235
vaccine,+,2872,100,15000,0.006666666666666667,0.006711409395973155,1.0416666666666667,1.0419463087248322
vaccine,+,2873,88,15000,0.005866666666666667,0.005901287553648069,0.8148148148148148,0.8137219837863616
vaccine,+,2874,84,15000,0.0056,0.0056315366049879325,0.7499999999999999,0.748592115848753
vaccine,+,2875,96,15000,0.0064,0.00644122383252818,0.96,0.9597423510466987
vaccine,+,2876,87,15000,0.0058,0.005833836250251458,0.7981651376146787,0.7969876660779308
vaccine,+,2877,108,15000,0.0072,0.0072522159548751,1.227272727272727,1.2289209581715625
vaccine,+,2878,92,15000,0.0061333333333333335,0.006171183257311511,0.8846153846153846,0.8839033250087718
vaccine,+,2879,89,15000,0.005933333333333333,0.005968747904231775,0.8317757009345793,0.8307716125020919
vaccine,+,2880,92,15000,0.0061333333333333335,0.006171183257311511,0.8846153846153846,0.8839033250087718
vaccine,+,2881,102,15000,0.0068,0.00684655658477648,1.085106382978723,1.085689068645513
vaccine,+,2882,102,15000,0.0068,0.00684655658477648,1.085106382978723,1.085689068645513
vaccine,+,2883,100,15000,0.006666666666666667,0.006711409395973155,1.0416666666666667,1.0419463087248322
vaccine,+,2884,88,15000,0.005866666666666667,0.005901287553648069,0.8148148148148148,0.8137219837863616
vaccine,+,2885,102,15000,0.0068,0.00684655658477648,1.085106382978723,1.085689068645513
vaccine,+,2886,97,15000,0.006466666666666667,0.0065087566261826475,0.9797979797979797,0.9796664897651276
vaccine,+,2887,92,15000,0.0061333333333333335,0.006171183257311511,0.8846153846153846,0.8839033250087718
vaccine,+,2888,105,15000,0.007,0.007049345417925478,1.1538461538461537,1.154930668525835
vaccine,+,2889,101,15000,0.006733333333333333,0.006778978454929862,1.063157894736842,1.063586040744522
vaccine,+,2890,109,15000,0.007266666666666667,0.007319857632126788,1.2528735632183907,1.2547245617000782
vaccine,+,2891,94,15000,0.006266666666666667,0.006306185428686435,0.9215686274509803,0.9210740246722599
